#,Visible?,Starred?,Bio View:1107 Proteins in 1006 Clusters,Accession Number,Molecular Weight,Protein Grouping Ambiguity,Fisher's Exact Test (p-value)*(p < 0.00375),Quantitative Profile,C1,PX1-I,PX2,PX1-P
,TRUE,Empty,Beta-2-microglobulin OS=Homo sapiens OX=9606 GN=B2M PE=1 SV=1,B2MG_HUMAN,14 kDa,,0.2,[],16,,11,10
,TRUE,Empty,"Electron transfer flavoprotein subunit alpha, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1",H0YKF0_HUMAN (+4),30 kDa,,0.11,[],4,3,16,14
,TRUE,Empty,Cluster of Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=1 (A0A087X0X3_HUMAN),A0A087X0X3_HUMAN [3],78 kDa,TRUE,0.52,[],10,5,12,6
,TRUE,Empty,    Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=1,A0A087X0X3_HUMAN (+2),78 kDa,TRUE,0.48,[],10,5,12,6
,TRUE,Empty,Cluster of cAMP-dependent protein kinase catalytic subunit beta OS=Homo sapiens OX=9606 GN=PRKACB PE=1 SV=1 (A0A087WVC4_HUMAN),A0A087WVC4_HUMAN [12],39 kDa,TRUE,0.41,[],7,6,6,9
,TRUE,Empty,    cAMP-dependent protein kinase catalytic subunit beta OS=Homo sapiens OX=9606 GN=PRKACB PE=1 SV=1,A0A087WVC4_HUMAN (+9),39 kDa,TRUE,0.42,[],3,5,2,5
,TRUE,Empty,    Isoform 2 of cAMP-dependent protein kinase catalytic subunit alpha OS=Homo sapiens OX=9606 GN=PRKACA,sp|P17612-2|KAPCA_HUMAN (+1),40 kDa,TRUE,0.49,[],5,3,4,5
,TRUE,Empty,Collagen alpha-2(IV) chain OS=Homo sapiens OX=9606 GN=COL4A2 PE=1 SV=4,CO4A2_HUMAN,168 kDa,,0.066,[],5,14,17,
,TRUE,Empty,Copine-3 OS=Homo sapiens OX=9606 GN=CPNE3 PE=1 SV=1,CPNE3_HUMAN,60 kDa,,0.34,[],13,6,11,4
,TRUE,Empty,Replication protein A 14 kDa subunit OS=Homo sapiens OX=9606 GN=RPA3 PE=1 SV=1,RFA3_HUMAN,14 kDa,,0.18,[],11,4,6,15
,TRUE,Empty,Isoform 2 of Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5,sp|Q8NBS9-2|TXND5_HUMAN (+1),36 kDa,,0.056,[],14,9,3,4
,TRUE,Empty,Isoform 2 of Endoplasmic reticulum aminopeptidase 1 OS=Homo sapiens OX=9606 GN=ERAP1,sp|Q9NZ08-2|ERAP1_HUMAN (+1),108 kDa,,0.15,[],13,2,7,12
,TRUE,Empty,Eukaryotic translation initiation factor 5A (Fragment) OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=8,I3L397_HUMAN (+2),16 kDa,,0.42,[],8,12,6,6
,TRUE,Empty,Proteasome subunit beta type-3 OS=Homo sapiens OX=9606 GN=PSMB3 PE=1 SV=2,PSB3_HUMAN,23 kDa,,0.34,[],9,9,8,10
,TRUE,Empty,Xaa-Pro aminopeptidase 1 OS=Homo sapiens OX=9606 GN=XPNPEP1 PE=1 SV=1,Q5T6H7_HUMAN (+4),62 kDa,,0.41,[],8,9,7,12
,TRUE,Empty,"Cluster of HLA class I histocompatibility antigen, B-55 alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=1 (1B55_HUMAN)",1B55_HUMAN,40 kDa,TRUE,0.29,[],10,7,8,4
,TRUE,Empty,"    HLA class I histocompatibility antigen, B-55 alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=1",1B55_HUMAN,40 kDa,TRUE,0.64,[],4,3,5,4
,TRUE,Empty,Transmembrane protein 205 (Fragment) OS=Homo sapiens OX=9606 GN=TMEM205 PE=1 SV=1,K7ELQ9_HUMAN (+3),19 kDa,,0.23,[],9,8,5,12
,TRUE,Empty,Ragulator complex protein LAMTOR5 OS=Homo sapiens OX=9606 GN=LAMTOR5 PE=1 SV=1,LTOR5_HUMAN,10 kDa,,0.33,[],11,3,17,4
,TRUE,Empty,Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2,PDIA4_HUMAN,73 kDa,,0.22,[],7,2,2,21
,TRUE,Empty,"Sulfide:quinone oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=SQOR PE=1 SV=1",SQOR_HUMAN,50 kDa,,0.23,[],10,10,6,9
,TRUE,Empty,Isoform 5 of Agrin OS=Homo sapiens OX=9606 GN=AGRN,sp|O00468-5|AGRIN_HUMAN,216 kDa,,0.42,[],10,11,14,
,TRUE,Empty,Isoform Alpha-2 of Guanine nucleotide-binding protein G(o) subunit alpha OS=Homo sapiens OX=9606 GN=GNAO1,sp|P09471-2|GNAO_HUMAN,40 kDa,TRUE,0.004,[],7,16,31,15
,TRUE,Empty,Isoform 4 of Leukotriene A-4 hydrolase OS=Homo sapiens OX=9606 GN=LTA4H,sp|P09960-4|LKHA4_HUMAN (+1),67 kDa,,0.072,[],10,7,4,11
,TRUE,Empty,Isoform 2 of DNA-dependent protein kinase catalytic subunit OS=Homo sapiens OX=9606 GN=PRKDC,sp|P78527-2|PRKDC_HUMAN (+1),466 kDa,,0.13,[],17,2,10,6
,TRUE,Empty,Isoform 2 of Prostaglandin reductase 1 OS=Homo sapiens OX=9606 GN=PTGR1,sp|Q14914-2|PTGR1_HUMAN (+1),33 kDa,,0.23,[],8,2,4,18
,TRUE,Empty,Septin-7 OS=Homo sapiens OX=9606 GN=SEPT7 PE=1 SV=2,E7EPK1_HUMAN (+3),51 kDa,,0.45,[],7,9,11,11
,TRUE,Empty,60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2,RL21_HUMAN,19 kDa,,0.53,[],7,10,9,8
,TRUE,Empty,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFA6 PE=4 SV=1,A0A2Y9D025_HUMAN (+1),18 kDa,,0.19,[],14,6,7,8
,TRUE,Empty,"1,4-alpha-glucan-branching enzyme OS=Homo sapiens OX=9606 GN=GBE1 PE=1 SV=3",GLGB_HUMAN,80 kDa,,0.35,[],12,8,7,6
,TRUE,Empty,Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2,sp|P51991|ROA3_HUMAN,40 kDa,,0.44,[],2,8,6,10
,TRUE,Empty,Dipeptidyl peptidase 1 OS=Homo sapiens OX=9606 GN=CTSC PE=1 SV=2,CATC_HUMAN,52 kDa,,0.041,[],13,14,3,4
,TRUE,Empty,Small nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=SNRPF PE=1 SV=1,RUXF_HUMAN,10 kDa,,0.42,[],9,6,13,6
,TRUE,Empty,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 OS=Homo sapiens OX=9606 GN=BST1 PE=1 SV=1,A6NC48_HUMAN (+3),37 kDa,,0.48,[],10,7,14,1
,TRUE,Empty,"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial OS=Homo sapiens OX=9606 GN=COA3 PE=1 SV=1",COA3_HUMAN,12 kDa,,0.28,[],5,26,,
,TRUE,Empty,Isoform 2 of B-cell receptor-associated protein 31 OS=Homo sapiens OX=9606 GN=BCAP31,sp|P51572-2|BAP31_HUMAN (+1),35 kDa,,0.14,[],11,15,6,1
,TRUE,Empty,Melanoma antigen recognized by T-cells 1 OS=Homo sapiens OX=9606 GN=MLANA PE=1 SV=1,MAR1_HUMAN,13 kDa,,0.36,[],,17,6,8
,TRUE,Empty,Protein-L-isoaspartate O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=1,A0A0A0MRJ6_HUMAN (+4),30 kDa,,0.56,[],5,6,8,12
,TRUE,Empty,Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1,E9PLN8_HUMAN (+5),18 kDa,,0.33,[],5,6,12,10
,TRUE,Empty,Cluster of Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=1 (A1AG1_HUMAN),A1AG1_HUMAN,24 kDa,TRUE,0.4,[],11,,10,8
,TRUE,Empty,    Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=1,A1AG1_HUMAN,24 kDa,TRUE,0.46,[],11,,10,8
,TRUE,Empty,Serine/arginine-rich-splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1,A0A087X2D0_HUMAN (+2),10 kDa,,0.28,[],5,8,2,11
,TRUE,Empty,Alpha-centractin OS=Homo sapiens OX=9606 GN=ACTR1A PE=1 SV=1,ACTZ_HUMAN,43 kDa,,0.32,[],4,5,9,14
,TRUE,Empty,Metalloreductase STEAP4 OS=Homo sapiens OX=9606 GN=STEAP4 PE=1 SV=1,C9JS50_HUMAN (+2),39 kDa,,0.42,[],3,7,2,20
,TRUE,Empty,"Cytochrome c1, heme protein, mitochondrial OS=Homo sapiens OX=9606 GN=CYC1 PE=1 SV=3",CY1_HUMAN,35 kDa,,0.15,[],12,8,7,3
,TRUE,Empty,Nucleosome assembly protein 1-like 4 (Fragment) OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1,H0YCI4_HUMAN (+2),23 kDa,,0.19,[],12,5,7,7
,TRUE,Empty,Isoform 2 of Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens OX=9606 GN=SNRPD2,sp|P62316-2|SMD2_HUMAN (+1),12 kDa,,0.15,[],1,,10,16
,TRUE,Empty,Receptor expression-enhancing protein 5 OS=Homo sapiens OX=9606 GN=REEP5 PE=1 SV=3,sp|Q00765|REEP5_HUMAN,21 kDa,,0.084,[],13,2,6,11
,TRUE,Empty,Cathepsin Z OS=Homo sapiens OX=9606 GN=CTSZ PE=1 SV=1,CATZ_HUMAN,34 kDa,,0.28,[],10,6,5,10
,TRUE,Empty,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV2 PE=1 SV=1",E7EPT4_HUMAN (+1),28 kDa,,0.22,[],4,7,11,9
,TRUE,Empty,"NAD(P) transhydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=NNT PE=1 SV=3",NNTM_HUMAN,114 kDa,,0.29,[],13,7,10,
,TRUE,Empty,Proteasome subunit beta type-4 OS=Homo sapiens OX=9606 GN=PSMB4 PE=1 SV=4,PSB4_HUMAN,29 kDa,,0.12,[],,7,11,12
,TRUE,Empty,Transmembrane emp24 domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TMED9 PE=1 SV=2,TMED9_HUMAN,27 kDa,,0.34,[],9,8,7,5
,TRUE,Empty,Isoform 3 of Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1,sp|P31948-3|STIP1_HUMAN (+1),60 kDa,,0.23,[],9,1,5,14
,TRUE,Empty,"Isoform 1 of 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4 OS=Homo sapiens OX=9606 GN=PLCB4",sp|Q15147-2|PLCB4_HUMAN (+3),117 kDa,,0.044,[],14,2,5,6
,TRUE,Empty,Heme-binding protein 2 OS=Homo sapiens OX=9606 GN=HEBP2 PE=1 SV=1,sp|Q9Y5Z4|HEBP2_HUMAN,23 kDa,,0.28,[],8,1,7,12
,TRUE,Empty,Rho-related GTP-binding protein RhoG OS=Homo sapiens OX=9606 GN=RHOG PE=1 SV=1,RHOG_HUMAN,21 kDa,,0.24,[],,11,8,12
,TRUE,Empty,Platelet-activating factor acetylhydrolase IB subunit beta OS=Homo sapiens OX=9606 GN=PAFAH1B2 PE=1 SV=1,sp|P68402|PA1B2_HUMAN,26 kDa,,0.056,[],12,8,3,7
,TRUE,Empty,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS7 PE=1 SV=1",A0A087WTI3_HUMAN (+5),24 kDa,,0.33,[],5,8,10,8
,TRUE,Empty,Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1,A0A0U1RRM4_HUMAN (+5),62 kDa,,0.044,[],14,4,6,7
,TRUE,Empty,U6 snRNA-associated Sm-like protein LSm5 OS=Homo sapiens OX=9606 GN=LSM5 PE=1 SV=1,B8ZZF8_HUMAN (+1),7 kDa,,0.027,[],13,7,,7
,TRUE,Empty,DnaJ homolog subfamily C member 13 OS=Homo sapiens OX=9606 GN=DNAJC13 PE=1 SV=5,DJC13_HUMAN,254 kDa,,0.35,[],3,0,1,0
,TRUE,Empty,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Homo sapiens OX=9606 GN=NDUFA8 PE=1 SV=3,NDUA8_HUMAN,20 kDa,,0.53,[],8,8,10,3
,TRUE,Empty,Hsc70-interacting protein OS=Homo sapiens OX=9606 GN=ST13 PE=1 SV=2,F10A1_HUMAN (+1),41 kDa,,0.48,[],6,,6,18
,TRUE,Empty,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7 OS=Homo sapiens OX=9606 GN=GNG7 PE=1 SV=1,GBG7_HUMAN,8 kDa,,0.066,[],4,,16,10
,TRUE,Empty,Acetyltransferase component of pyruvate dehydrogenase complex (Fragment) OS=Homo sapiens OX=9606 GN=DLAT PE=1 SV=1,H0YDD4_HUMAN (+1),51 kDa,,0.022,[],,,18,9
,TRUE,Empty,Adenylate kinase isoenzyme 1 OS=Homo sapiens OX=9606 GN=AK1 PE=1 SV=3,KAD1_HUMAN (+1),22 kDa,,0.57,[],3,11,3,12
,TRUE,Empty,Protein THEM6 OS=Homo sapiens OX=9606 GN=THEM6 PE=1 SV=2,THEM6_HUMAN,24 kDa,,0.19,[],,6,9,8
,TRUE,Empty,Xaa-Pro dipeptidase OS=Homo sapiens OX=9606 GN=PEPD PE=1 SV=3,sp|P12955|PEPD_HUMAN,55 kDa,,0.34,[],10,,8,11
,TRUE,Empty,F-actin-capping protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=3,sp|P47755|CAZA2_HUMAN,33 kDa,TRUE,0.23,[],14,14,8,17
,TRUE,Empty,Ras-related protein Ral-A (Fragment) OS=Homo sapiens OX=9606 GN=RALA PE=1 SV=1,H7C3P7_HUMAN,18 kDa,TRUE,0.51,[],4,10,6,11
,TRUE,Empty,Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens OX=9606 GN=ATP1B3 PE=1 SV=1,sp|P54709|AT1B3_HUMAN,32 kDa,,0.4,[],6,5,10,5
,TRUE,Empty,Apolipoprotein A-II OS=Homo sapiens OX=9606 GN=APOA2 PE=1 SV=1,APOA2_HUMAN (+4),11 kDa,,0.053,[],,,14,16
,TRUE,Empty,Desmoglein-2 OS=Homo sapiens OX=9606 GN=DSG2 PE=1 SV=2,DSG2_HUMAN (+1),122 kDa,,0.35,[],7,,12,11
,TRUE,Empty,Isoform 2 of Matrix Gla protein OS=Homo sapiens OX=9606 GN=MGP,sp|P08493-2|MGP_HUMAN (+1),15 kDa,,0.35,[],7,8,2,13
,TRUE,Empty,Isoform 2 of Very-long-chain enoyl-CoA reductase OS=Homo sapiens OX=9606 GN=TECR,sp|Q9NZ01-2|TECR_HUMAN (+1),18 kDa,,0.35,[],5,4,1,0
,TRUE,Empty,6-phosphogluconolactonase OS=Homo sapiens OX=9606 GN=PGLS PE=1 SV=2,6PGL_HUMAN,28 kDa,,0.0041,[],18,3,,7
,TRUE,Empty,ATP-binding cassette sub-family A member 8 OS=Homo sapiens OX=9606 GN=ABCA8 PE=1 SV=1,A0A0A0MSU4_HUMAN (+2),183 kDa,,0.34,[],11,4,9,4
,TRUE,Empty,ADP-ribosylation factor 6 OS=Homo sapiens OX=9606 GN=ARF6 PE=1 SV=2,ARF6_HUMAN,20 kDa,,0.48,[],7,,9,12
,TRUE,Empty,NHP2-like protein 1 OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=1,B1AHD1_HUMAN (+1),15 kDa,,0.46,[],8,5,9,7
,TRUE,Empty,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 OS=Homo sapiens OX=9606 GN=NDUFB9 PE=1 SV=1,E9PH64_HUMAN (+1),20 kDa,,0.4,[],6,5,10,7
,TRUE,Empty,Tetraspanin OS=Homo sapiens OX=9606 GN=CD9 PE=1 SV=1,A0A2R8Y478_HUMAN (+3),18 kDa,,0.49,[],4,10,4,11
,TRUE,Empty,Mitochondrial carrier homolog 2 (Fragment) OS=Homo sapiens OX=9606 GN=MTCH2 PE=1 SV=8,E9PIE4_HUMAN (+1),29 kDa,,0.46,[],7,4,12,4
,TRUE,Empty,2-iminobutanoate/2-iminopropanoate deaminase OS=Homo sapiens OX=9606 GN=RIDA PE=1 SV=1,RIDA_HUMAN,14 kDa,,0.42,[],6,2,4,16
,TRUE,Empty,Isoform 2 of Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3,sp|P28838-2|AMPL_HUMAN (+1),53 kDa,,0.05,[],16,2,7,3
,TRUE,Empty,Isoform 2 of Pre-B-cell leukemia transcription factor-interacting protein 1 OS=Homo sapiens OX=9606 GN=PBXIP1,sp|Q96AQ6-2|PBIP1_HUMAN (+1),78 kDa,,0.029,[],1,,16,10
,TRUE,Empty,Isoform 3 of Myoferlin OS=Homo sapiens OX=9606 GN=MYOF,sp|Q9NZM1-3|MYOF_HUMAN (+2),233 kDa,,0.41,[],6,8,5,9
,TRUE,Empty,"Fructose-1,6-bisphosphatase 1 OS=Homo sapiens OX=9606 GN=FBP1 PE=1 SV=5",F16P1_HUMAN,37 kDa,TRUE,0.19,[],1,6,9,6
,TRUE,Empty,Histidine triad nucleotide-binding protein 3 OS=Homo sapiens OX=9606 GN=HINT3 PE=1 SV=1,HINT3_HUMAN,20 kDa,,0.54,[],7,4,9,8
,TRUE,Empty,Isoform 2 of Ras-related protein Ral-B OS=Homo sapiens OX=9606 GN=RALB,sp|P11234-2|RALB_HUMAN (+2),26 kDa,TRUE,0.34,[],6,9,11,4
,TRUE,Empty,Isoform 2 of Mannosyl-oligosaccharide glucosidase OS=Homo sapiens OX=9606 GN=MOGS,sp|Q13724-2|MOGS_HUMAN (+1),81 kDa,,0.12,[],,3,13,11
,TRUE,Empty,Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=1,A0A087X1Z3_HUMAN (+1),29 kDa,,0.15,[],,6,10,11
,TRUE,Empty,26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1,A0A087X2I1_HUMAN (+1),46 kDa,,0.48,[],6,6,7,8
,TRUE,Empty,Syntaxin-binding protein 1 OS=Homo sapiens OX=9606 GN=STXBP1 PE=1 SV=2,A0A0D9SG72_HUMAN (+6),66 kDa,,0.017,[],17,2,3,4
,TRUE,Empty,Glucosamine-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GNPDA1 PE=1 SV=1,D6R9P4_HUMAN (+1),31 kDa,,0.57,[],2,0,4,19
,TRUE,Empty,Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens OX=9606 GN=TMED10 PE=1 SV=2,TMEDA_HUMAN,25 kDa,,0.48,[],6,8,6,7
,TRUE,Empty,Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens OX=9606 GN=ARPC5 PE=1 SV=3,sp|O15511|ARPC5_HUMAN,16 kDa,,0.077,[],11,4,3,8
,TRUE,Empty,Proteasome subunit alpha type-5 OS=Homo sapiens OX=9606 GN=PSMA5 PE=1 SV=3,sp|P28066|PSA5_HUMAN,26 kDa,,0.072,[],10,4,,11
,TRUE,Empty,Glutathione S-transferase theta-1 OS=Homo sapiens OX=9606 GN=GSTT1 PE=1 SV=4,sp|P30711|GSTT1_HUMAN,27 kDa,,0.15,[],12,3,6,
,TRUE,Empty,Calponin-1 OS=Homo sapiens OX=9606 GN=CNN1 PE=1 SV=2,sp|P51911|CNN1_HUMAN,33 kDa,,0.28,[],8,,14,5
,TRUE,Empty,"Isoform 2 of 2,4-dienoyl-CoA reductase, mitochondrial OS=Homo sapiens OX=9606 GN=DECR1",sp|Q16698-2|DECR_HUMAN (+1),35 kDa,,0.0062,[],17,2,2,6
,TRUE,Empty,Isoform 2 of KDEL motif-containing protein 2 OS=Homo sapiens OX=9606 GN=KDELC2,sp|Q7Z4H8-2|KDEL2_HUMAN (+2),53 kDa,,0.4,[],10,,9,8
,TRUE,Empty,Isoform B of AP-2 complex subunit alpha-1 OS=Homo sapiens OX=9606 GN=AP2A1,sp|O95782-2|AP2A1_HUMAN (+1),105 kDa,,0.54,[],10,2,11,4
,TRUE,Empty,Cluster of Microtubule-associated protein 1B OS=Homo sapiens OX=9606 GN=MAP1B PE=1 SV=2 (MAP1B_HUMAN),MAP1B_HUMAN,271 kDa,TRUE,0.1,[],12,3,5,6
,TRUE,Empty,    Microtubule-associated protein 1B OS=Homo sapiens OX=9606 GN=MAP1B PE=1 SV=2,MAP1B_HUMAN,271 kDa,TRUE,0.1,[],12,3,5,6
,TRUE,Empty,Cluster of Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1 (F8VZX2_HUMAN),F8VZX2_HUMAN [10],34 kDa,TRUE,0.17,[],11,10,1,7
,TRUE,Empty,    Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1,F8VZX2_HUMAN (+9),34 kDa,TRUE,0.17,[],11,10,1,7
,TRUE,Empty,Cluster of Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3 (PLAK_HUMAN),PLAK_HUMAN,82 kDa,TRUE,0.17,[],8,4,15,9
,TRUE,Empty,    Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3,PLAK_HUMAN,82 kDa,TRUE,0.22,[],8,4,15,9
,TRUE,Empty,Ras-related protein Rab-21 OS=Homo sapiens OX=9606 GN=RAB21 PE=1 SV=3,RAB21_HUMAN,24 kDa,,0.42,[],5,8,4,8
,TRUE,Empty,Proteasome subunit beta type-5 OS=Homo sapiens OX=9606 GN=PSMB5 PE=1 SV=3,sp|P28074|PSB5_HUMAN,28 kDa,,0.3,[],,1,7,11
,TRUE,Empty,40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=1,A0A075B716_HUMAN (+4),22 kDa,,0.23,[],8,12,4,2
,TRUE,Empty,Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1,A0A087WYT3_HUMAN (+3),19 kDa,,0.19,[],0,,9,16
,TRUE,Empty,Fumarylacetoacetase OS=Homo sapiens OX=9606 GN=FAH PE=1 SV=2,sp|P16930|FAAA_HUMAN,46 kDa,,0.053,[],11,0,,5
,TRUE,Empty,Heterogeneous nuclear ribonucleoprotein H2 OS=Homo sapiens OX=9606 GN=HNRNPH2 PE=1 SV=1,HNRH2_HUMAN,49 kDa,TRUE,0.54,[],19,19,21,14
,TRUE,Empty,"Isoform Short of Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ",sp|P23246-2|SFPQ_HUMAN (+1),72 kDa,,0.35,[],6,6,4,6
,TRUE,Empty,Aldo-keto reductase family 1 member C1 OS=Homo sapiens OX=9606 GN=AKR1C1 PE=1 SV=1,AK1C1_HUMAN (+2),37 kDa,TRUE,0.35,[],4,8,1,18
,TRUE,Empty,Ester hydrolase C11orf54 OS=Homo sapiens OX=9606 GN=C11orf54 PE=1 SV=1,A0A087WT99_HUMAN (+5),29 kDa,,0.23,[],8,5,4,9
,TRUE,Empty,Apolipoprotein E OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=1,APOE_HUMAN,36 kDa,,0.5,[],1,,6,19
,TRUE,Empty,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV1 PE=1 SV=1",G3V0I5_HUMAN (+2),50 kDa,,0.15,[],2,8,10,6
,TRUE,Empty,Haloacid dehalogenase-like hydrolase domain-containing protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=HDHD2 PE=1 SV=1,K7ER15_HUMAN (+2),22 kDa,,0.35,[],4,3,,19
,TRUE,Empty,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 OS=Homo sapiens OX=9606 GN=NDUFB3 PE=1 SV=3,NDUB3_HUMAN,11 kDa,,0.19,[],,,11,14
,TRUE,Empty,Ubiquitin-fold modifier 1 OS=Homo sapiens OX=9606 GN=UFM1 PE=1 SV=1,sp|P61960|UFM1_HUMAN,9 kDa,,0.23,[],8,3,4,10
,TRUE,Empty,"Isoform 2 of Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHD",sp|O14521-2|DHSD_HUMAN (+1),13 kDa,,0.53,[],7,8,9,2
,TRUE,Empty,Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens OX=9606 GN=UCHL1 PE=1 SV=1,D6R956_HUMAN (+2),27 kDa,,0.098,[],9,4,1,11
,TRUE,Empty,Collagen alpha-1(XII) chain OS=Homo sapiens OX=9606 GN=COL12A1 PE=1 SV=1,D6RGG3_HUMAN (+2),333 kDa,,0.029,[],,2,16,0
,TRUE,Empty,Malectin (Fragment) OS=Homo sapiens OX=9606 GN=MLEC PE=1 SV=1,F5H1S8_HUMAN (+1),17 kDa,,0.038,[],12,5,2,6
,TRUE,Empty,Omega-amidase NIT2 OS=Homo sapiens OX=9606 GN=NIT2 PE=1 SV=1,NIT2_HUMAN,31 kDa,,0.038,[],12,4,,9
,TRUE,Empty,Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1,SND1_HUMAN,102 kDa,,0.17,[],7,12,2,2
,TRUE,Empty,Isoform 2 of Proteasome subunit alpha type-3 OS=Homo sapiens OX=9606 GN=PSMA3,sp|P25788-2|PSA3_HUMAN (+1),28 kDa,,0.053,[],11,4,1,9
,TRUE,Empty,60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=1,A0A087WV22_HUMAN (+3),20 kDa,,0.27,[],5,5,11,4
,TRUE,Empty,60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=1,A0A2R8Y5Y7_HUMAN (+3),25 kDa,,0.44,[],3,7,6,8
,TRUE,Empty,S-phase kinase-associated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=SKP1 PE=1 SV=1,E5RGM3_HUMAN (+5),12 kDa,,0.24,[],1,,8,16
,TRUE,Empty,Mth938 domain-containing protein OS=Homo sapiens OX=9606 GN=AAMDC PE=1 SV=1,E9PR47_HUMAN,18 kDa,,0.14,[],12,4,4,4
,TRUE,Empty,Phenylalanine--tRNA ligase alpha subunit (Fragment) OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=8,K7EK06_HUMAN (+3),18 kDa,,0.17,[],9,6,2,5
,TRUE,Empty,Isoform 2 of 26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PSMD3,sp|O43242-2|PSMD3_HUMAN (+1),41 kDa,,0.23,[],10,3,6,6
,TRUE,Empty,Isoform 2 of Integrin alpha-V OS=Homo sapiens OX=9606 GN=ITGAV,sp|P06756-2|ITAV_HUMAN (+2),112 kDa,,0.23,[],9,9,5,2
